GROUP_SET,GROUP_ID,GROUP_NAME,TEAM_ID,TEAM_ABBREVIATION,GP,W,L,W_PCT,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,FGM_RANK,FGA_RANK,FG_PCT_RANK,FG3M_RANK,FG3A_RANK,FG3_PCT_RANK,FTM_RANK,FTA_RANK,FT_PCT_RANK,OREB_RANK,DREB_RANK,REB_RANK,AST_RANK,TOV_RANK,STL_RANK,BLK_RANK,BLKA_RANK,PF_RANK,PFD_RANK,PTS_RANK,PLUS_MINUS_RANK
Lineups,-201586-201587-202704-1628379-1629611-,S. Ibaka - N. Batum - R. Jackson - L. Kennard - T. Mann,1610612746,LAC,4,3,1,0.75,37.735,34,74,0.459,14,32,0.438,3,5,0.6,7,32,39,24,9.0,8,3,6,13,7,85,1.0,1342,833,4787,4974,377,347,350,6913,229,280,4113,2774,2200,5961,451,297,321,274,14264,256,596,14557,14293,1120,395,4910
Lineups,-201566-202722-203458-203526-1630166-,R. Westbrook - D. Bertans - A. Len - R. Neto - D. Avdija,1610612764,WAS,7,3,4,0.429,37.718333333333334,30,70,0.429,8,24,0.333,17,27,0.63,11,37,48,17,15.0,5,6,4,22,22,85,12.0,542,833,14165,7631,378,415,368,7491,512,464,5164,283,208,5901,243,241,239,457,14561,518,200,14262,14593,232,395,463
Lineups,-201939-203952-1626162-1629308-1630164-,S. Curry - A. Wiggins - K. Oubre Jr. - J. Toscano-Anderson - J. Wiseman,1610612744,GSW,5,2,3,0.4,37.6,29,75,0.387,8,30,0.267,7,11,0.636,4,34,38,19,17.0,9,8,8,22,15,73,-6.0,958,1419,13478,7679,379,433,345,8692,512,324,6511,1021,769,5878,974,275,334,394,14603,215,134,14668,14593,398,488,12959
Lineups,-203382-1626181-1627783-1627832-1628384-,A. Baynes - N. Powell - P. Siakam - F. VanVleet - O. Anunoby,1610612761,TOR,5,3,2,0.6,37.57333333333333,28,62,0.452,13,33,0.394,10,12,0.833,5,18,23,14,16.0,6,3,3,19,15,79,-12.0,958,833,11786,5818,380,455,426,7080,257,271,4781,647,681,3930,724,646,661,608,14583,386,596,13867,14540,398,442,14384
Lineups,-203087-203200-204456-1627734-1627763-,J. Lamb - J. Holiday - T. McConnell - D. Sabonis - M. Brogdon,1610612754,IND,16,6,10,0.375,37.56666666666667,31,64,0.484,6,26,0.231,13,23,0.565,8,17,25,21,11.0,11,3,1,18,16,81,-10.0,81,254,14781,7810,381,395,413,6487,803,406,7038,436,256,6139,358,714,588,334,14398,163,596,9898,14510,362,428,14145
Lineups,-200752-201988-1627751-1629640-1630170-,R. Gay - P. Mills - J. Poeltl - K. Johnson - D. Vassell,1610612759,SAS,12,6,6,0.5,37.465,34,75,0.453,8,25,0.32,6,8,0.75,7,25,32,16,7.0,6,3,6,14,12,82,-1.0,172,254,14594,6055,382,347,345,7070,512,424,6162,1244,1200,4604,451,424,418,491,13958,386,596,14557,14362,540,421,8029
Lineups,-1626204-1626224-1628386-1629636-1630171-,L. Nance Jr. - C. Osman - J. Allen - D. Garland - I. Okoro,1610612739,CLE,6,3,3,0.5,37.4,31,73,0.425,7,17,0.412,8,9,0.889,10,25,35,22,14.0,10,3,5,12,13,77,2.0,715,833,13478,6055,383,395,356,7803,622,717,4375,859,1028,3599,269,424,375,317,14525,189,596,14433,14221,482,458,3758
Lineups,-200752-201988-1627749-1628401-1629234-,R. Gay - P. Mills - D. Murray - D. White - D. Eubanks,1610612759,SAS,12,8,4,0.667,37.35,29,70,0.414,14,33,0.424,12,16,0.75,7,36,43,22,9.0,6,7,2,12,17,84,23.0,172,139,14165,5255,384,433,368,7977,229,271,4317,496,451,4604,451,256,283,317,14264,386,161,12872,14221,324,401,124
Lineups,-201980-202699-1627732-1627788-1628396-,D. Green - T. Harris - B. Simmons - F. Korkmaz - T. Bradley,1610612755,PHI,2,2,0,1.0,37.33,34,70,0.486,7,22,0.318,11,18,0.611,7,30,37,17,10.0,9,3,4,14,13,86,9.0,3209,1419,1,1,385,347,368,6475,622,512,6172,565,379,5959,451,328,349,457,14333,215,596,14262,14362,482,386,805
Lineups,-201566-201577-202722-203078-203526-,R. Westbrook - R. Lopez - D. Bertans - B. Beal - R. Neto,1610612764,WAS,11,8,3,0.727,37.19166666666667,39,68,0.574,12,21,0.571,33,43,0.767,8,31,39,25,9.0,3,6,3,18,28,123,39.0,211,139,13478,5173,386,300,383,3384,295,540,2188,96,88,4579,358,311,321,261,14264,1026,200,13867,14510,150,240,47
Lineups,-2546-203496-203918-1629014-1629018-,C. Anthony - R. Covington - R. Hood - A. Simons - G. Trent Jr.,1610612757,POR,10,5,5,0.5,37.19,22,62,0.355,8,31,0.258,10,13,0.769,4,28,32,7,11.0,6,2,0,21,11,62,-14.0,271,370,14449,6055,387,655,426,9191,512,307,6543,647,618,4567,974,365,418,1486,14398,386,988,1,14577,604,620,14512
Lineups,-201959-202692-203493-203944-1629628-,T. Gibson - A. Burks - R. Bullock - J. Randle - R. Barrett,1610612752,NYK,9,7,2,0.778,37.04666666666667,28,63,0.444,13,28,0.464,17,20,0.85,3,30,33,19,7.0,6,3,3,15,14,86,26.0,351,190,11786,4953,388,455,419,7158,257,363,3944,283,325,3885,1413,328,403,394,13958,386,596,13867,14403,443,386,97
Lineups,-1626161-1626196-1627827-1628467-1629029-,W. Cauley-Stein - J. Richardson - D. Finney-Smith - M. Kleber - L. Doncic,1610612742,DAL,5,5,0,1.0,37.041666666666664,29,63,0.46,13,32,0.406,15,20,0.75,7,32,39,20,11.0,7,6,0,11,16,86,11.0,958,370,1,1,389,433,419,6911,257,280,4408,354,325,4604,451,297,321,365,14398,312,200,1,14139,362,386,539
Lineups,-200782-201950-1626171-1626192-1627854-,P. Tucker - J. Holiday - B. Portis - P. Connaughton - B. Forbes,1610612749,MIL,11,9,2,0.818,37.00333333333333,38,83,0.458,12,33,0.364,10,12,0.833,14,31,45,21,8.0,6,3,6,10,9,98,16.0,211,100,11786,4873,390,310,299,6940,295,271,5011,647,681,3930,164,311,259,334,14127,386,596,14557,14033,797,331,250
Lineups,-202692-203457-203944-1629628-1630193-,A. Burks - N. Noel - J. Randle - R. Barrett - I. Quickley,1610612752,NYK,10,4,6,0.4,36.986666666666665,34,63,0.54,10,22,0.455,5,5,1.0,5,18,23,15,9.0,5,2,5,17,8,83,-3.0,271,534,14594,7679,391,347,419,3990,375,512,3974,1609,2200,1,724,646,661,551,14264,518,988,14433,14479,936,406,10536
Lineups,-202322-203482-1626174-1629717-1630256-,J. Wall - K. Olynyk - C. Wood - A. Brooks - J. Tate,1610612745,HOU,3,0,3,0.0,36.86833333333333,21,65,0.323,9,36,0.25,17,20,0.85,8,29,37,16,14.0,6,3,3,10,16,68,-17.0,1988,8622,13478,8622,392,689,403,10261,429,243,6547,283,325,3885,358,349,349,491,14525,386,596,13867,14033,362,543,14630
Lineups,-200768-203382-1626169-1626181-1627761-,K. Lowry - A. Baynes - S. Johnson - N. Powell - D. Bembry,1610612761,TOR,7,2,5,0.286,36.85,25,75,0.333,8,32,0.25,8,9,0.889,12,23,35,18,13.0,1,3,6,15,17,66,-40.0,542,1419,14449,8322,393,533,345,9262,512,280,6547,859,1028,3599,215,480,375,425,14489,2899,596,14557,14403,324,572,14802
Lineups,-203500-1627742-1628366-1628404-1629638-,S. Adams - B. Ingram - L. Ball - J. Hart - N. Alexander-Walker,1610612740,NOP,14,6,8,0.429,36.79833333333333,29,73,0.397,7,32,0.219,8,10,0.8,9,27,36,20,15.0,5,3,3,18,9,73,-18.0,118,254,14735,7631,394,433,356,8596,622,280,7120,859,877,4235,309,385,364,365,14561,518,596,13867,14510,797,488,14658
Lineups,-200782-202322-203506-1626174-1630256-,P. Tucker - J. Wall - V. Oladipo - C. Wood - J. Tate,1610612745,HOU,3,3,0,1.0,36.71666666666667,32,70,0.457,15,41,0.366,4,7,0.571,4,28,32,20,12.0,5,4,6,8,9,83,3.0,1988,833,1,1,395,378,368,6945,207,205,5006,2038,1441,6093,974,365,418,365,14449,518,382,14557,13752,797,406,2885
Lineups,-202322-1626174-1627863-1628425-1630256-,J. Wall - C. Wood - D. House Jr. - S. Brown - J. Tate,1610612745,HOU,3,2,1,0.667,36.63333333333333,34,69,0.493,11,26,0.423,11,14,0.786,9,30,39,24,8.0,3,2,3,7,16,90,13.0,1988,1419,4787,5255,396,347,379,6433,338,406,4321,565,558,4472,309,328,321,274,14127,1026,988,13867,13493,362,363,389
Lineups,-201586-201587-202331-202695-1628379-,S. Ibaka - N. Batum - P. George - K. Leonard - L. Kennard,1610612746,LAC,8,6,2,0.75,36.413333333333334,34,62,0.548,15,33,0.455,11,11,1.0,5,26,31,23,17.0,6,7,1,10,10,94,7.0,428,254,11786,4974,397,347,426,3863,207,271,3974,565,769,1,724,402,441,295,14603,386,161,9898,14033,704,349,1211
Lineups,-201939-203110-203952-1626162-1627814-,S. Curry - D. Green - A. Wiggins - K. Oubre Jr. - D. Lee,1610612744,GSW,11,4,7,0.364,36.40833333333333,28,70,0.4,15,44,0.341,20,22,0.909,5,22,27,18,14.0,5,3,6,19,15,91,-17.0,211,534,14679,7825,398,455,368,8087,207,180,5159,221,276,3513,724,505,540,425,14525,518,596,14557,14540,398,358,14630
Lineups,-201586-201587-201976-202695-202704-,S. Ibaka - N. Batum - P. Beverley - K. Leonard - R. Jackson,1610612746,LAC,6,3,3,0.5,36.04833333333333,32,60,0.533,9,22,0.409,12,12,1.0,5,25,30,20,13.0,5,3,2,15,12,85,1.0,715,833,13478,6055,399,378,459,4086,429,512,4395,496,681,1,724,424,466,365,14489,518,596,12872,14403,540,395,4910
Lineups,-201566-202722-203078-1629021-1629060-,R. Westbrook - D. Bertans - B. Beal - M. Wagner - R. Hachimura,1610612764,WAS,8,4,4,0.5,35.973333333333336,26,63,0.413,8,27,0.296,21,30,0.7,4,29,33,19,11.0,5,4,3,21,26,81,-10.0,428,534,14165,6055,400,506,419,7991,512,386,6297,200,170,5335,974,349,403,394,14398,518,382,13867,14577,170,428,14145
Lineups,-203457-203493-203944-1628373-1629628-,N. Noel - R. Bullock - J. Randle - F. Ntilikina - R. Barrett,1610612752,NYK,8,4,4,0.5,35.79,22,52,0.423,9,22,0.409,7,12,0.583,3,29,32,11,12.0,3,1,1,14,10,60,-21.0,428,534,14165,6055,401,655,566,7813,429,512,4395,1021,681,6084,1413,349,418,843,14449,1026,1883,9898,14362,704,662,14711
Lineups,-1626181-1627761-1627783-1627832-1628449-,N. Powell - D. Bembry - P. Siakam - F. VanVleet - C. Boucher,1610612761,TOR,8,5,3,0.625,35.711666666666666,30,61,0.492,9,18,0.5,16,18,0.889,5,29,34,23,8.0,5,6,3,13,12,85,14.0,428,370,13478,5775,402,415,443,6436,429,674,2382,313,379,3599,724,349,392,295,14127,518,200,13867,14293,540,395,337
Lineups,-1626145-1626159-1629001-1629634-1630217-,T. Jones - J. Winslow - D. Melton - B. Clarke - D. Bane,1610612763,MEM,8,5,3,0.625,35.67,24,64,0.375,10,29,0.345,9,16,0.563,4,18,22,18,12.0,7,3,3,15,12,67,-42.0,428,370,13478,5775,403,572,413,8807,375,342,5146,745,451,6141,974,646,701,425,14449,312,596,13867,14403,540,561,14805
Lineups,-202083-203471-1626149-1628398-1629659-,W. Matthews - D. Schroder - M. Harrell - K. Kuzma - T. Horton-Tucker,1610612747,LAL,10,7,3,0.7,35.641666666666666,31,66,0.47,2,16,0.125,11,14,0.786,8,26,34,21,12.0,3,4,3,14,16,75,2.0,271,190,13478,5226,404,395,396,6720,2687,776,7670,565,558,4472,358,402,392,334,14449,1026,382,13867,14362,362,473,3758
Lineups,-201145-201933-202681-203925-1629013-,J. Green - B. Griffin - K. Irving - J. Harris - L. Shamet,1610612751,BKN,5,3,2,0.6,35.64,35,65,0.538,12,28,0.429,16,18,0.889,1,27,28,21,8.0,5,4,2,18,16,98,14.0,958,833,11786,5818,405,340,403,3992,295,363,4155,313,379,3599,3721,385,518,334,14127,518,382,12872,14510,362,331,337
Lineups,-201152-202066-203897-1628374-1629632-,T. Young - G. Temple - Z. LaVine - L. Markkanen - C. White,1610612741,CHI,11,4,7,0.364,35.605,29,65,0.446,10,30,0.333,19,22,0.864,7,24,31,16,8.0,8,5,1,12,19,87,-5.0,211,534,14679,7825,406,433,403,7154,375,324,5164,241,276,3759,451,446,441,491,14127,256,260,9898,14221,274,377,12363
Lineups,-202689-203095-203935-1628369-1629057-,K. Walker - E. Fournier - M. Smart - J. Tatum - R. Williams III,1610612738,BOS,3,1,2,0.333,35.51166666666666,38,78,0.487,10,33,0.303,6,8,0.75,9,25,34,18,6.0,7,6,6,15,9,92,17.0,1988,2861,11786,7835,407,310,330,6458,375,271,6245,1244,1200,4604,309,424,392,425,13728,312,200,14557,14403,797,354,213
Lineups,-201566-201577-203078-1629060-1629726-,R. Westbrook - R. Lopez - B. Beal - R. Hachimura - G. Mathews,1610612764,WAS,11,6,5,0.545,35.5,30,70,0.429,6,24,0.25,17,22,0.773,5,35,40,18,8.0,6,2,0,17,17,83,1.0,211,254,14449,6027,408,415,368,7491,803,464,6547,283,276,4557,724,269,306,425,14127,386,988,1,14479,324,406,4910
Lineups,-203082-203920-1628407-1629109-1630175-,T. Ross - K. Birch - D. Bacon - G. Clark - C. Anthony,1610612753,ORL,8,2,6,0.25,35.5,33,78,0.423,10,25,0.4,14,17,0.824,17,24,41,15,10.0,7,4,2,10,15,90,20.0,428,1419,14594,8343,408,365,330,7813,375,424,4419,390,424,4159,119,446,300,551,14333,312,382,12872,14033,398,363,155
Lineups,-203109-203967-1626164-1626166-1628969-,J. Crowder - D. Saric - D. Booker - C. Payne - M. Bridges,1610612756,PHX,11,10,1,0.909,35.373333333333335,36,58,0.621,15,30,0.5,10,12,0.833,5,20,25,26,14.0,2,2,3,16,16,97,27.0,211,80,4787,4790,410,328,478,2796,207,324,2382,647,681,3930,724,577,588,246,14525,1612,988,13867,14444,362,334,89
Lineups,-201566-203458-1629010-1629060-1630166-,R. Westbrook - A. Len - J. Robinson - R. Hachimura - D. Avdija,1610612764,WAS,3,1,2,0.333,35.2,32,70,0.457,8,21,0.381,4,7,0.571,6,28,34,21,14.0,6,3,1,19,7,76,-10.0,1988,2861,11786,7835,411,378,368,6945,512,540,4847,2038,1441,6093,554,365,392,334,14525,386,596,9898,14540,1120,464,14145
Lineups,-203085-203210-203999-1629008-1630267-,A. Rivers - J. Green - N. Jokic - M. Porter Jr. - F. Campazzo,1610612743,DEN,7,3,4,0.429,35.17166666666667,28,63,0.444,7,25,0.28,16,16,1.0,5,14,19,15,8.0,8,0,5,14,17,79,-15.0,542,833,14165,7631,412,455,419,7158,622,424,6466,313,451,1,724,945,871,551,14127,256,4787,14433,14362,324,442,14561
Lineups,-200782-201569-203506-1626174-1630256-,P. Tucker - E. Gordon - V. Oladipo - C. Wood - J. Tate,1610612745,HOU,5,2,3,0.4,35.11666666666667,32,64,0.5,9,26,0.346,10,11,0.909,3,22,25,17,15.0,9,2,5,17,10,83,-4.0,958,1419,13478,7679,413,378,413,4380,429,406,5141,647,769,3513,1413,505,588,457,14561,215,988,14433,14479,704,406,11572
Lineups,-201942-201988-1627751-1628401-1629640-,D. DeRozan - P. Mills - J. Poeltl - D. White - K. Johnson,1610612759,SAS,16,3,13,0.188,35.071666666666665,36,70,0.514,7,18,0.389,9,15,0.6,9,22,31,15,7.0,4,1,4,19,17,88,8.0,81,833,14808,8575,414,328,368,4310,622,674,4796,745,504,5961,309,505,441,551,13958,711,1883,14262,14540,324,374,974
Lineups,-2544-202693-1626149-1627936-1628398-,L. James - M. Morris - M. Harrell - A. Caruso - K. Kuzma,1610612747,LAL,10,7,3,0.7,34.81666666666667,27,60,0.45,13,30,0.433,16,25,0.64,8,30,38,21,11.0,3,3,3,10,19,83,12.0,271,190,13478,5226,415,488,459,7093,257,324,4141,313,229,5877,358,328,334,334,14398,1026,596,13867,14033,274,406,463
Lineups,-2546-203081-203496-203918-1629018-,C. Anthony - D. Lillard - R. Covington - R. Hood - G. Trent Jr.,1610612757,POR,11,8,3,0.727,34.69833333333333,29,60,0.483,18,40,0.45,26,29,0.897,4,24,28,13,8.0,3,6,1,17,20,102,10.0,211,139,13478,5173,416,433,459,6498,152,207,4016,149,186,3591,974,446,518,673,14127,1026,200,9898,14479,260,310,664
Lineups,-201586-201587-201976-202331-1628379-,S. Ibaka - N. Batum - P. Beverley - P. George - L. Kennard,1610612746,LAC,3,1,2,0.333,34.583333333333336,26,55,0.473,9,28,0.321,12,14,0.857,2,31,33,17,11.0,0,3,0,18,11,73,-6.0,1988,2861,11786,7835,417,506,523,6660,429,363,6157,496,558,3770,2208,311,403,457,14398,6159,596,1,14510,604,488,12959
Lineups,-101108-203967-1626164-1628969-1629028-,C. Paul - D. Saric - D. Booker - M. Bridges - D. Ayton,1610612756,PHX,7,4,3,0.571,34.416666666666664,29,61,0.475,7,16,0.438,17,21,0.81,7,23,30,13,11.0,3,4,3,11,18,82,4.0,542,534,13478,5959,418,433,443,6612,622,776,4113,283,299,4222,451,480,466,673,14398,1026,382,13867,14139,298,421,2263
Lineups,-201952-1628369-1629057-1629684-1630202-,J. Teague - J. Tatum - R. Williams III - G. Williams - P. Pritchard,1610612738,BOS,7,3,4,0.429,34.39,26,61,0.426,10,25,0.4,8,9,0.889,6,18,24,19,7.0,9,6,7,18,9,70,-21.0,542,833,14165,7631,419,506,443,7790,375,424,4419,859,1028,3599,554,646,621,394,13958,215,200,14623,14510,797,522,14711
Lineups,-201142-201933-202681-203925-1628971-,K. Durant - B. Griffin - K. Irving - J. Harris - B. Brown,1610612751,BKN,5,2,3,0.4,34.25,37,62,0.597,16,28,0.571,2,4,0.5,6,23,29,25,6.0,4,2,4,12,7,92,4.0,958,1419,13478,7679,420,319,426,3245,179,363,2188,3711,2632,6170,554,480,498,261,13728,711,988,14262,14221,1120,354,2263
Lineups,-201566-203078-203458-203526-1630264-,R. Westbrook - B. Beal - A. Len - R. Neto - A. Gill,1610612764,WAS,4,3,1,0.75,34.15,37,66,0.561,12,21,0.571,4,7,0.571,3,28,31,24,13.0,6,2,4,15,10,90,-3.0,1342,833,4787,4974,421,319,396,3656,295,540,2188,2038,1441,6093,1413,365,441,274,14489,386,988,14262,14403,704,363,10536
Lineups,-202696-203487-203932-1628365-1628407-,N. Vucevic - M. Carter-Williams - A. Gordon - M. Fultz - D. Bacon,1610612753,ORL,4,2,2,0.5,34.083333333333336,30,65,0.462,13,26,0.5,6,7,0.857,6,29,35,21,7.0,4,5,1,10,11,79,11.0,1342,1419,11786,6055,422,415,403,6821,257,406,2382,1244,1441,3770,554,349,375,334,13958,711,260,9898,14033,604,442,539
Lineups,-201586-201587-202695-202704-1628379-,S. Ibaka - N. Batum - K. Leonard - R. Jackson - L. Kennard,1610612746,LAC,6,3,3,0.5,34.053333333333335,28,68,0.412,9,25,0.36,14,15,0.933,11,26,37,16,6.0,6,5,3,6,10,79,9.0,715,833,13478,6055,423,455,383,7994,429,424,5063,390,504,3458,243,402,349,491,13728,386,260,13867,13128,704,442,805
Lineups,-204001-1626196-1627827-1628973-1629029-,K. Porzingis - J. Richardson - D. Finney-Smith - J. Brunson - L. Doncic,1610612742,DAL,15,8,7,0.533,33.96666666666667,34,67,0.507,14,34,0.412,7,9,0.778,8,26,34,18,10.0,3,4,1,15,12,89,14.0,101,139,14679,6048,424,347,388,4361,229,261,4375,1021,1028,4497,358,402,392,425,14333,1026,382,9898,14403,540,372,337
Lineups,-202683-203081-203496-1627884-1629014-,E. Kanter - D. Lillard - R. Covington - D. Jones Jr. - A. Simons,1610612757,POR,8,6,2,0.75,33.916666666666664,28,61,0.459,10,25,0.4,7,9,0.778,7,28,35,16,10.0,3,9,2,17,8,73,7.0,428,254,11786,4974,425,455,443,6920,375,424,4419,1021,1028,4497,451,365,375,491,14333,1026,107,12872,14479,936,488,1211
Lineups,-203210-1627750-1628408-1630192-1630267-,J. Green - J. Murray - P. Dozier - Z. Nnaji - F. Campazzo,1610612743,DEN,5,4,1,0.8,33.875,25,59,0.424,11,32,0.344,6,6,1.0,7,17,24,16,13.0,6,2,1,16,6,67,-27.0,958,534,4787,4880,426,533,469,7811,338,280,5150,1244,1701,1,451,714,621,491,14489,386,988,9898,14444,1337,561,14767
Lineups,-202683-203081-203496-203918-1627884-,E. Kanter - D. Lillard - R. Covington - R. Hood - D. Jones Jr.,1610612757,POR,4,3,1,0.75,33.833333333333336,34,58,0.586,7,21,0.333,13,15,0.867,3,21,24,16,13.0,10,4,1,9,12,88,8.0,1342,833,4787,4974,427,347,478,3294,622,540,5164,436,504,3747,1413,537,621,491,14489,189,382,9898,13895,540,374,974
Lineups,-201572-201950-203114-1626171-1627854-,B. Lopez - J. Holiday - K. Middleton - B. Portis - B. Forbes,1610612749,MIL,12,11,1,0.917,33.806666666666665,32,72,0.444,13,24,0.542,6,7,0.857,10,36,46,19,6.0,5,4,8,15,7,83,26.0,172,60,4787,4787,428,378,363,7158,257,464,2330,1244,1441,3770,269,256,254,394,13728,518,382,14668,14403,1120,406,97
Lineups,-203382-1627783-1627832-1628384-1629018-,A. Baynes - P. Siakam - F. VanVleet - O. Anunoby - G. Trent Jr.,1610612761,TOR,3,0,3,0.0,33.8,28,62,0.452,12,29,0.414,12,15,0.8,6,25,31,14,6.0,4,5,4,15,15,80,4.0,1988,8622,13478,8622,429,455,426,7080,295,342,4371,496,504,4235,554,424,441,608,13728,711,260,14262,14403,398,432,2263
Lineups,-201577-202722-203078-203526-1630166-,R. Lopez - D. Bertans - B. Beal - R. Neto - D. Avdija,1610612764,WAS,13,8,5,0.615,33.766666666666666,32,58,0.552,10,20,0.5,22,26,0.846,5,30,35,19,8.0,2,4,1,15,18,96,12.0,134,139,14449,5807,430,378,478,3826,375,583,2382,182,220,3891,724,328,375,394,14127,1612,382,9898,14403,298,339,463
Lineups,-202696-203082-203095-203487-1629643-,N. Vucevic - T. Ross - E. Fournier - M. Carter-Williams - C. Okeke,1610612753,ORL,6,2,4,0.333,33.626666666666665,29,63,0.46,13,30,0.433,16,21,0.762,5,31,36,23,6.0,9,3,1,10,15,87,22.0,715,1419,14165,7835,431,433,419,6911,257,324,4141,313,299,4594,724,311,364,295,13728,215,596,9898,14033,398,377,131
Lineups,-202329-202696-203082-203487-1628407-,A. Aminu - N. Vucevic - T. Ross - M. Carter-Williams - D. Bacon,1610612753,ORL,4,0,4,0.0,33.545,24,61,0.393,6,24,0.25,12,14,0.857,9,25,34,18,8.0,0,1,3,10,13,66,-24.0,1342,8622,14165,8622,432,572,443,8614,803,464,6547,496,558,3770,309,424,392,425,14127,6159,1883,13867,14033,482,572,14740
Lineups,-200752-201942-1627749-1627751-1629022-,R. Gay - D. DeRozan - D. Murray - J. Poeltl - L. Walker IV,1610612759,SAS,13,4,9,0.308,33.51,29,60,0.483,6,18,0.333,19,22,0.864,6,27,33,14,7.0,4,5,3,16,15,83,15.0,134,534,14761,8305,433,433,459,6498,803,674,5164,241,276,3759,554,385,403,608,13958,711,260,13867,14444,398,406,291
Lineups,-201566-202722-203078-1629060-1629655-,R. Westbrook - D. Bertans - B. Beal - R. Hachimura - D. Gafford,1610612764,WAS,8,6,2,0.75,33.49666666666667,31,65,0.477,3,16,0.188,14,18,0.778,10,27,37,16,11.0,5,4,4,13,13,79,-1.0,428,254,11786,4974,434,395,403,6580,1834,776,7395,390,379,4497,269,385,349,491,14398,518,382,14262,14293,482,442,8029
Lineups,-201571-201572-203114-203507-1626192-,D. Augustin - B. Lopez - K. Middleton - G. Antetokounmpo - P. Connaughton,1610612749,MIL,10,6,4,0.6,33.415,31,61,0.508,9,28,0.321,9,11,0.818,6,29,35,16,11.0,6,4,3,15,12,80,3.0,271,254,14165,5818,435,395,443,4356,429,363,6157,745,769,4168,554,349,375,491,14398,386,382,13867,14403,540,432,2885
Lineups,-201565-201959-202692-203944-1629628-,D. Rose - T. Gibson - A. Burks - J. Randle - R. Barrett,1610612752,NYK,13,8,5,0.615,33.346666666666664,25,52,0.481,6,10,0.6,5,6,0.833,3,23,26,13,19.0,4,4,2,23,12,61,-20.0,134,139,14449,5807,436,533,566,6534,803,1476,2002,1609,1701,3930,1413,480,564,673,14640,711,382,12872,14616,540,640,14697
Lineups,-201586-201587-201976-202695-1628379-,S. Ibaka - N. Batum - P. Beverley - K. Leonard - L. Kennard,1610612746,LAC,7,6,1,0.857,33.305,26,57,0.456,10,26,0.385,7,10,0.7,6,22,28,17,8.0,1,6,2,10,13,69,-2.0,542,254,4787,4811,437,506,494,6957,375,406,4811,1021,877,5335,554,505,518,457,14127,2899,200,12872,14033,482,535,9134
Lineups,-202696-203095-203516-203920-1630175-,N. Vucevic - E. Fournier - J. Ennis III - K. Birch - C. Anthony,1610612753,ORL,7,3,4,0.429,33.2,23,51,0.451,9,14,0.643,13,15,0.867,2,26,28,16,11.0,4,2,5,13,11,68,2.0,542,833,14165,7631,438,615,582,7090,429,946,1949,436,504,3747,2208,402,518,491,14398,711,988,14433,14293,604,543,3758
Lineups,-203087-203926-204456-1627734-1627763-,J. Lamb - D. McDermott - T. McConnell - D. Sabonis - M. Brogdon,1610612754,IND,9,4,5,0.444,33.17166666666667,31,64,0.484,7,21,0.333,13,19,0.684,8,20,28,16,10.0,11,4,6,8,19,82,12.0,351,534,14449,7609,439,395,413,6487,622,540,5164,436,345,5407,358,577,518,491,14333,163,382,14557,13752,274,421,463
Lineups,-2730-202699-1629003-1629680-1630178-,D. Howard - T. Harris - S. Milton - M. Thybulle - T. Maxey,1610612755,PHI,13,10,3,0.769,33.09166666666667,27,58,0.466,6,13,0.462,14,18,0.778,9,24,33,14,13.0,9,5,2,19,14,74,8.0,134,80,13478,4967,440,488,478,6801,803,1058,3946,390,379,4497,309,446,403,608,14489,215,260,12872,14540,443,479,974
Lineups,-2738-201609-203473-1629134-1629639-,A. Iguodala - G. Dragic - D. Dedmon - K. Nunn - T. Herro,1610612748,MIA,5,3,2,0.6,33.08,30,58,0.517,14,27,0.519,4,6,0.667,3,27,30,19,12.0,3,1,1,15,11,78,2.0,958,833,11786,5818,441,415,478,4282,229,386,2380,2038,1701,5423,1413,385,466,394,14449,1026,1883,9898,14403,604,451,3758
Lineups,-201152-202066-1628374-1629632-1630172-,T. Young - G. Temple - L. Markkanen - C. White - P. Williams,1610612741,CHI,7,3,4,0.429,32.99333333333333,26,54,0.481,8,21,0.381,10,11,0.909,4,26,30,15,14.0,6,4,2,7,13,70,9.0,542,833,14165,7631,442,506,536,6519,512,540,4847,647,769,3513,974,402,466,551,14525,386,382,12872,13493,482,522,805
