GROUP_SET,GROUP_ID,GROUP_NAME,TEAM_ID,TEAM_ABBREVIATION,GP,W,L,W_PCT,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,FGM_RANK,FGA_RANK,FG_PCT_RANK,FG3M_RANK,FG3A_RANK,FG3_PCT_RANK,FTM_RANK,FTA_RANK,FT_PCT_RANK,OREB_RANK,DREB_RANK,REB_RANK,AST_RANK,TOV_RANK,STL_RANK,BLK_RANK,BLKA_RANK,PF_RANK,PFD_RANK,PTS_RANK,PLUS_MINUS_RANK
Lineups,-203504-203939-1626196-1628467-1629029-,T. Burke - D. Powell - J. Richardson - M. Kleber - L. Doncic,1610612742,DAL,9,7,2,0.778,18.316666666666666,17,40,0.425,7,17,0.412,8,8,1.0,6,12,18,7,1.0,3,2,0,7,8,49,6.0,351,190,11786,4953,1053,957,821,7796,622,717,4375,859,1200,1,554,1154,945,1486,6192,1026,988,1,13493,936,907,1476
Lineups,-201949-203501-1626161-1628973-1629029-,J. Johnson - T. Hardaway Jr. - W. Cauley-Stein - J. Brunson - L. Doncic,1610612742,DAL,8,4,4,0.5,18.296666666666667,16,36,0.444,5,14,0.357,5,5,1.0,2,17,19,8,7.0,4,4,3,8,6,42,-2.0,428,534,14165,6055,1054,1032,952,7158,1031,946,5070,1609,2200,1,2208,714,871,1279,13958,711,382,13867,13752,1337,1090,9134
Lineups,-201571-203507-1626171-1626192-1627854-,D. Augustin - G. Antetokounmpo - B. Portis - P. Connaughton - B. Forbes,1610612749,MIL,7,4,3,0.571,18.28,17,35,0.486,9,17,0.529,9,10,0.9,5,10,15,16,7.0,5,1,2,6,12,52,8.0,542,534,13478,5959,1055,957,985,6475,429,717,2365,745,877,3553,724,1456,1222,491,13958,518,1883,12872,13128,540,838,974
Lineups,-203952-1627814-1629308-1630164-1630185-,A. Wiggins - D. Lee - J. Toscano-Anderson - J. Wiseman - N. Mannion,1610612744,GSW,2,0,2,0.0,18.266666666666666,14,33,0.424,5,12,0.417,4,5,0.8,2,14,16,10,3.0,3,2,0,2,4,37,-6.0,3209,8622,11786,8622,1056,1216,1058,7804,1031,1193,4342,2038,2200,4235,2208,945,1115,949,11870,1026,988,1,8537,2123,1267,12959
Lineups,-201565-201933-203486-203924-1628367-,D. Rose - B. Griffin - M. Plumlee - J. Grant - J. Jackson,1610612765,DET,6,2,4,0.333,18.266666666666666,13,31,0.419,4,14,0.286,2,5,0.4,1,8,9,6,10.0,4,1,2,9,6,32,-14.0,715,1419,14165,7835,1056,1325,1148,7861,1325,946,6321,3711,2200,7433,3721,1901,2230,1781,14333,711,1883,12872,13895,1337,1514,14512
Lineups,-201152-203107-1627756-1627853-1628374-,T. Young - T. Satoransky - D. Valentine - R. Arcidiacono - L. Markkanen,1610612741,CHI,4,1,3,0.25,18.246666666666666,17,32,0.531,7,17,0.412,1,2,0.5,3,10,13,13,3.0,4,0,0,11,7,42,3.0,1342,2861,13478,8343,1058,957,1094,4139,622,717,4375,5936,4380,6170,1413,1456,1444,673,11870,711,4787,1,14139,1120,1090,2885
Lineups,-201980-202699-203552-1628396-1629680-,D. Green - T. Harris - S. Curry - T. Bradley - M. Thybulle,1610612755,PHI,1,1,0,1.0,18.233333333333334,20,39,0.513,6,14,0.429,6,7,0.857,6,10,16,12,2.0,7,4,2,4,4,52,10.0,5846,2861,1,1,1059,748,849,4326,803,946,4155,1244,1441,3770,554,1456,1115,747,10011,312,382,12872,11933,2123,838,664
Lineups,-203200-1626167-1627734-1627763-1628988-,J. Holiday - M. Turner - D. Sabonis - M. Brogdon - A. Holiday,1610612754,IND,5,3,2,0.6,18.233333333333334,21,31,0.677,4,6,0.667,12,14,0.857,1,17,18,11,3.0,4,3,1,7,11,58,31.0,958,833,11786,5818,1059,689,1148,1811,1325,2607,1527,496,558,3770,3721,714,945,843,11870,711,596,9898,13493,604,703,70
Lineups,-203924-1628367-1628372-1629004-1630191-,J. Grant - J. Jackson - D. Smith Jr. - S. Mykhailiuk - I. Stewart,1610612765,DET,5,1,4,0.2,18.2,10,29,0.345,5,15,0.333,10,11,0.909,6,15,21,6,14.0,2,4,3,9,7,35,-1.0,958,2861,14165,8520,1061,1787,1255,9249,1031,861,5164,647,769,3513,554,854,750,1781,14525,1612,382,13867,13895,1120,1364,8029
Lineups,-203085-203944-1629011-1629628-1630193-,A. Rivers - J. Randle - M. Robinson - R. Barrett - I. Quickley,1610612752,NYK,10,5,5,0.5,18.178333333333335,15,30,0.5,3,9,0.333,13,19,0.684,4,13,17,10,5.0,2,2,1,8,14,46,13.0,271,370,14449,6055,1062,1117,1195,4380,1834,1657,5164,436,345,5407,974,1038,1026,949,13379,1612,988,9898,13752,443,972,389
Lineups,-201580-1626224-1627752-1629012-1629685-,J. McGee - C. Osman - T. Prince - C. Sexton - D. Windler,1610612739,CLE,3,1,2,0.333,18.16,18,38,0.474,3,12,0.25,0,0,0.0,8,15,23,10,10.0,3,1,5,7,2,39,-4.0,1988,2861,11786,7835,1063,874,884,6618,1834,1193,6547,7636,8018,7636,358,854,661,949,14333,1026,1883,14433,13493,4051,1184,11572
Lineups,-101150-202694-202695-202704-1627826-,L. Williams - M. Morris Sr. - K. Leonard - R. Jackson - I. Zubac,1610612746,LAC,8,4,4,0.5,18.14,20,34,0.588,12,16,0.75,14,15,0.933,6,7,13,12,4.0,2,1,1,6,9,66,11.0,428,534,14165,6055,1064,748,1017,3268,295,776,1374,390,504,3458,554,2181,1444,747,12801,1612,1883,9898,13128,797,572,539
Lineups,-201188-203076-203471-203484-1628398-,M. Gasol - A. Davis - D. Schroder - K. Caldwell-Pope - K. Kuzma,1610612747,LAL,11,8,3,0.727,18.116666666666667,14,32,0.438,2,6,0.333,9,13,0.692,3,15,18,8,8.0,1,2,2,4,9,39,0.0,211,139,13478,5173,1065,1216,1094,7375,2687,2607,5164,745,618,5384,1413,854,945,1279,14127,2899,988,12872,11933,797,1184,5969
Lineups,-203078-203526-1628418-1629067-1630166-,B. Beal - R. Neto - T. Bryant - I. Bonga - D. Avdija,1610612764,WAS,1,0,1,0.0,18.1,21,37,0.568,4,15,0.267,4,4,1.0,4,17,21,12,3.0,4,3,1,6,5,50,20.0,5846,8622,4787,8622,1066,689,916,3600,1325,861,6511,2038,2632,1,974,714,750,747,11870,711,596,9898,13128,1654,883,155
Lineups,-201937-1626157-1629675-1630162-1630183-,R. Rubio - K. Towns - N. Reid - A. Edwards - J. McDaniels,1610612750,MIN,5,1,4,0.2,18.1,16,32,0.5,4,12,0.333,8,9,0.889,5,14,19,11,3.0,0,1,1,11,6,44,-1.0,958,2861,14165,8520,1066,1032,1094,4380,1325,1193,5164,859,1028,3599,724,945,871,843,11870,6159,1883,9898,14139,1337,1030,8029
Lineups,-2738-1629130-1629134-1629216-1630173-,A. Iguodala - D. Robinson - K. Nunn - G. Vincent - P. Achiuwa,1610612748,MIA,4,1,3,0.25,18.096666666666668,10,28,0.357,2,16,0.125,6,8,0.75,4,10,14,8,6.0,2,1,0,11,6,28,-14.0,1342,2861,13478,8343,1068,1787,1309,9142,2687,776,7670,1244,1200,4604,974,1456,1325,1279,13728,1612,1883,1,14139,1337,1805,14512
Lineups,-203486-1628367-1629004-1629635-1630240-,M. Plumlee - J. Jackson - S. Mykhailiuk - S. Doumbouya - S. Lee,1610612765,DET,4,0,4,0.0,18.083333333333332,14,24,0.583,5,8,0.625,4,7,0.571,1,11,12,12,6.0,5,0,1,12,9,37,6.0,1342,8622,14165,8622,1069,1216,1573,3299,1031,1911,1959,2038,1441,6093,3721,1307,1603,747,13728,518,4787,9898,14221,797,1267,1476
Lineups,-203083-1626204-1626224-1628422-1629012-,A. Drummond - L. Nance Jr. - C. Osman - D. Dotson - C. Sexton,1610612739,CLE,2,0,2,0.0,18.066666666666666,14,29,0.483,5,12,0.417,2,6,0.333,1,10,11,10,7.0,6,0,3,6,5,35,-8.0,3209,8622,11786,8622,1070,1216,1255,6502,1031,1193,4342,3711,1701,7478,3721,1456,1776,949,13958,386,4787,13867,13128,1654,1364,13690
Lineups,-203490-203897-1627756-1628976-1629632-,O. Porter Jr. - Z. LaVine - D. Valentine - W. Carter Jr. - C. White,1610612741,CHI,9,3,6,0.333,18.063333333333333,19,35,0.543,7,14,0.5,7,8,0.875,1,15,16,14,3.0,1,0,0,7,13,52,8.0,351,833,14594,7835,1071,809,985,3971,622,946,2382,1021,1200,3673,3721,854,1115,608,11870,2899,4787,1,13493,482,838,974
Lineups,-200755-202339-1626195-1628404-1629627-,J. Redick - E. Bledsoe - W. Hernangomez - J. Hart - Z. Williamson,1610612740,NOP,3,1,2,0.333,18.033333333333335,16,37,0.432,2,9,0.222,8,9,0.889,5,11,16,12,3.0,1,0,3,7,8,42,-16.0,1988,2861,11786,7835,1072,1032,916,7476,2687,1657,7070,859,1028,3599,724,1307,1115,747,11870,2899,4787,13867,13493,936,1090,14609
Lineups,-200782-201950-203114-1626171-1627854-,P. Tucker - J. Holiday - K. Middleton - B. Portis - B. Forbes,1610612749,MIL,4,2,2,0.5,18.033333333333335,23,39,0.59,9,16,0.563,1,2,0.5,3,14,17,15,4.0,3,2,5,9,3,56,4.0,1342,1419,11786,6055,1072,615,849,3267,429,776,2263,5936,4380,6170,1413,945,1026,551,12801,1026,988,14433,13895,2846,750,2263
Lineups,-202711-203497-203903-204060-1627777-,B. Bogdanovic - R. Gobert - J. Clarkson - J. Ingles - G. Niang,1610612762,UTA,6,4,2,0.667,17.983333333333334,17,36,0.472,9,17,0.529,11,13,0.846,5,13,18,13,6.0,1,4,1,5,11,54,8.0,715,534,11786,5255,1074,957,952,6665,429,717,2365,565,618,3891,724,1038,945,673,13728,2899,382,9898,12673,604,794,974
Lineups,-202685-1626159-1629001-1629634-1630217-,J. Valanciunas - J. Winslow - D. Melton - B. Clarke - D. Bane,1610612763,MEM,3,1,2,0.333,17.951666666666668,19,34,0.559,3,7,0.429,1,2,0.5,3,11,14,14,7.0,2,2,3,9,3,42,-12.0,1988,2861,11786,7835,1075,809,1017,3668,1834,2214,4155,5936,4380,6170,1413,1307,1325,608,13958,1612,988,13867,13895,2846,1090,14384
Lineups,-203920-1627783-1628384-1628449-1630201-,K. Birch - P. Siakam - O. Anunoby - C. Boucher - M. Flynn,1610612761,TOR,1,1,0,1.0,17.95,15,32,0.469,6,13,0.462,9,11,0.818,5,15,20,7,5.0,3,1,2,10,9,45,-2.0,5846,2861,1,1,1076,1117,1094,6727,803,1058,3946,745,769,4168,724,854,816,1486,13379,1026,1883,12872,14033,797,1002,9134
Lineups,-203084-1626153-1626158-1627741-1630169-,H. Barnes - D. Wright - R. Holmes - B. Hield - T. Haliburton,1610612758,SAC,5,1,4,0.2,17.933333333333334,15,31,0.484,6,16,0.375,5,8,0.625,3,13,16,8,4.0,3,1,2,5,6,41,5.0,958,2861,14165,8520,1077,1117,1148,6489,803,776,4868,1609,1200,5904,1413,1038,1115,1279,12801,1026,1883,12872,12673,1337,1129,1832
Lineups,-203937-1628960-1629001-1630214-1630217-,K. Anderson - G. Allen - D. Melton - X. Tillman - D. Bane,1610612763,MEM,3,3,0,1.0,17.933333333333334,20,37,0.541,4,6,0.667,5,7,0.714,2,12,14,13,2.0,6,0,5,7,4,49,8.0,1988,833,1,1,1077,748,916,3981,1325,2607,1527,1609,1441,5245,2208,1154,1325,673,10011,386,4787,14433,13493,2123,907,974
Lineups,-101150-201586-202694-202704-1629611-,L. Williams - S. Ibaka - M. Morris Sr. - R. Jackson - T. Mann,1610612746,LAC,3,2,1,0.667,17.933333333333334,20,37,0.541,7,14,0.5,5,8,0.625,6,11,17,10,2.0,0,1,2,8,11,52,4.0,1988,1419,4787,5255,1077,748,916,3981,622,946,2382,1609,1200,5904,554,1307,1026,949,10011,6159,1883,12872,13752,604,838,2263
Lineups,-1629004-1629026-1629650-1629660-1630197-,S. Mykhailiuk - K. Williams - M. Brown - T. Jerome - A. Pokusevski,1610612760,OKC,4,0,4,0.0,17.893333333333334,20,36,0.556,6,14,0.429,2,5,0.4,7,17,24,11,8.0,3,2,2,4,4,48,3.0,1342,8622,14165,8622,1080,748,952,3677,803,946,4155,3711,2200,7433,451,714,621,843,14127,1026,988,12872,11933,2123,923,2885
Lineups,-202339-1627742-1628366-1628404-1629637-,E. Bledsoe - B. Ingram - L. Ball - J. Hart - J. Hayes,1610612740,NOP,9,2,7,0.222,17.885,16,34,0.471,8,19,0.421,8,13,0.615,5,14,19,12,1.0,2,2,1,9,7,48,12.0,351,1419,14679,8517,1081,1032,1017,6682,512,627,4325,859,618,5956,724,945,871,747,6192,1612,988,9898,13895,1120,923,463
Lineups,-201939-203110-203952-1626162-1628539-,S. Curry - D. Green - A. Wiggins - K. Oubre Jr. - M. Mulder,1610612744,GSW,5,2,3,0.4,17.883333333333333,10,30,0.333,6,18,0.333,5,6,0.833,2,11,13,7,8.0,3,1,2,9,8,31,-14.0,958,1419,13478,7679,1082,1787,1195,9262,803,674,5164,1609,1701,3930,2208,1307,1444,1486,14127,1026,1883,12872,13895,936,1593,14512
Lineups,-203497-204060-1627777-1629671-1630235-,R. Gobert - J. Ingles - G. Niang - M. Oni - T. Forrest,1610612762,UTA,6,3,3,0.5,17.866666666666667,16,30,0.533,6,16,0.375,4,6,0.667,4,12,16,10,6.0,4,0,0,6,8,42,8.0,715,833,13478,6055,1083,1032,1195,4086,803,776,4868,2038,1701,5423,974,1154,1115,949,13728,711,4787,1,13128,936,1090,974
Lineups,-201566-201577-203526-1629726-1630166-,R. Westbrook - R. Lopez - R. Neto - G. Mathews - D. Avdija,1610612764,WAS,8,4,4,0.5,17.866666666666667,18,30,0.6,1,4,0.25,8,10,0.8,0,19,19,8,2.0,1,1,0,5,11,45,7.0,428,534,14165,6055,1083,874,1195,2861,4303,3891,6547,859,877,4235,6835,607,871,1279,10011,2899,1883,1,12673,604,1002,1211
Lineups,-1626156-1627823-1629162-1629675-1630183-,D. Russell - J. Hernangomez - J. McLaughlin - N. Reid - J. McDaniels,1610612750,MIN,6,3,3,0.5,17.858333333333334,12,28,0.429,6,14,0.429,7,12,0.583,5,14,19,9,7.0,2,2,2,5,8,37,-4.0,715,833,13478,6055,1085,1437,1309,7491,803,946,4155,1021,681,6084,724,945,871,1094,13958,1612,988,12872,12673,936,1267,11572
Lineups,-1626179-1628970-1628998-1629667-1630176-,T. Rozier - M. Bridges - C. Martin - J. McDaniels - V. Carey Jr.,1610612766,CHA,2,1,1,0.5,17.85,19,34,0.559,5,13,0.385,2,2,1.0,3,10,13,13,3.0,3,2,3,5,2,45,10.0,3209,2861,4787,6055,1086,809,1017,3668,1031,1058,4811,3711,4380,1,1413,1456,1444,673,11870,1026,988,13867,12673,4051,1002,664
Lineups,-200768-1626169-1626181-1628384-1628449-,K. Lowry - S. Johnson - N. Powell - O. Anunoby - C. Boucher,1610612761,TOR,6,1,5,0.167,17.848333333333333,16,34,0.471,7,14,0.5,8,8,1.0,3,15,18,10,8.0,3,3,1,10,7,47,5.0,715,2861,14449,8577,1087,1032,1017,6682,622,946,2382,859,1200,1,1413,854,945,949,14127,1026,596,9898,14033,1120,946,1832
Lineups,-202954-203145-1627814-1628539-1629672-,B. Wanamaker - K. Bazemore - D. Lee - M. Mulder - E. Paschall,1610612744,GSW,6,4,2,0.667,17.846666666666668,18,32,0.563,8,14,0.571,6,7,0.857,0,15,15,14,4.0,2,3,2,5,6,50,15.0,715,534,11786,5255,1088,874,1094,3623,512,946,2188,1244,1441,3770,6835,854,1222,608,12801,1612,596,12872,12673,1337,883,291
Lineups,-200782-201572-201950-203114-1627854-,P. Tucker - B. Lopez - J. Holiday - K. Middleton - B. Forbes,1610612749,MIL,7,4,3,0.571,17.841666666666665,18,34,0.529,5,15,0.333,9,9,1.0,4,9,13,9,5.0,3,1,1,4,9,50,1.0,542,534,13478,5959,1089,874,1017,4148,1031,861,5164,745,1028,1,974,1670,1444,1094,13379,1026,1883,9898,11933,797,883,4910
Lineups,-203382-1626169-1626181-1627832-1628384-,A. Baynes - S. Johnson - N. Powell - F. VanVleet - O. Anunoby,1610612761,TOR,2,1,1,0.5,17.833333333333332,14,36,0.389,6,12,0.5,2,2,1.0,2,15,17,8,4.0,3,4,5,2,3,36,1.0,3209,2861,4787,6055,1090,1216,952,8645,803,1193,2382,3711,4380,1,2208,854,1026,1279,12801,1026,382,14433,8537,2846,1312,4910
Lineups,-202699-203118-1627788-1629003-1629680-,T. Harris - M. Scott - F. Korkmaz - S. Milton - M. Thybulle,1610612755,PHI,3,2,1,0.667,17.828333333333333,16,31,0.516,7,13,0.538,1,2,0.5,0,9,9,8,6.0,4,4,3,7,3,40,0.0,1988,1419,4787,5255,1091,1032,1148,4291,622,1058,2331,5936,4380,6170,6835,1670,2230,1279,13728,711,382,13867,13493,2846,1156,5969
Lineups,-200746-201142-201145-202681-203925-,L. Aldridge - K. Durant - J. Green - K. Irving - J. Harris,1610612751,BKN,2,1,1,0.5,17.816666666666666,21,33,0.636,6,11,0.545,2,2,1.0,3,11,14,17,6.0,0,1,1,8,3,50,9.0,3209,2861,4787,6055,1092,689,1058,2610,803,1321,2307,3711,4380,1,1413,1307,1325,457,13728,6159,1883,9898,13752,2846,883,805
Lineups,-1628411-1629117-1629637-1629638-1630184-,W. Iwundu - W. Gabriel - J. Hayes - N. Alexander-Walker - K. Lewis Jr.,1610612740,NOP,3,1,2,0.333,17.8,13,31,0.419,1,7,0.143,4,4,1.0,2,11,13,9,4.0,2,1,4,6,3,31,-14.0,1988,2861,11786,7835,1093,1325,1148,7861,4303,2214,7586,2038,2632,1,2208,1307,1444,1094,12801,1612,1883,14262,13128,2846,1593,14512
Lineups,-203463-1628021-1628425-1630222-1630256-,B. McLemore - D. Nwaba - S. Brown - M. Jones - J. Tate,1610612745,HOU,4,0,4,0.0,17.796666666666667,14,34,0.412,5,17,0.294,12,15,0.8,6,12,18,6,7.0,3,4,3,6,10,45,-1.0,1342,8622,14165,8622,1094,1216,1017,7994,1031,717,6299,496,504,4235,554,1154,945,1781,13958,1026,382,13867,13128,704,1002,8029
Lineups,-202709-1628367-1628372-1630180-1630191-,C. Joseph - J. Jackson - D. Smith Jr. - S. Bey - I. Stewart,1610612765,DET,1,1,0,1.0,17.783333333333335,15,34,0.441,2,10,0.2,6,8,0.75,4,15,19,10,3.0,4,1,1,7,9,38,3.0,5846,2861,1,1,1095,1117,1017,7344,2687,1476,7138,1244,1200,4604,974,854,871,949,11870,711,1883,9898,13493,797,1216,2885
Lineups,-203076-203083-203463-203471-1628398-,A. Davis - A. Drummond - B. McLemore - D. Schroder - K. Kuzma,1610612747,LAL,1,0,1,0.0,17.716666666666665,11,36,0.306,6,20,0.3,1,2,0.5,3,10,13,10,3.0,2,1,1,6,4,29,-17.0,5846,8622,4787,8622,1096,1598,952,10354,803,583,6247,5936,4380,6170,1413,1456,1444,949,11870,1612,1883,9898,13128,2123,1718,14630
Lineups,-1628366-1629627-1629637-1630184-1630230-,L. Ball - Z. Williamson - J. Hayes - K. Lewis Jr. - N. Marshall,1610612740,NOP,3,1,2,0.333,17.716666666666665,12,29,0.414,4,14,0.286,0,0,0.0,1,15,16,9,8.0,4,2,1,11,2,28,-7.0,1988,2861,11786,7835,1096,1437,1255,7978,1325,946,6321,7636,8018,7636,3721,854,1115,1094,14127,711,988,9898,14139,4051,1805,13391
Lineups,-1628419-1629017-1629717-1630237-1630256-,C. Oliver - K. Thomas - A. Brooks - A. Lamb - J. Tate,1610612745,HOU,2,1,1,0.5,17.708333333333332,18,31,0.581,7,16,0.438,4,6,0.667,2,9,11,16,6.0,2,1,1,8,3,47,8.0,3209,2861,4787,6055,1098,874,1148,3353,622,776,4113,2038,1701,5423,2208,1670,1776,491,13728,1612,1883,9898,13752,2846,946,974
Lineups,-101150-201587-202331-202694-202695-,L. Williams - N. Batum - P. George - M. Morris Sr. - K. Leonard,1610612746,LAC,7,4,3,0.571,17.7,16,39,0.41,3,13,0.231,10,11,0.909,5,10,15,9,1.0,4,0,1,6,12,45,10.0,542,534,13478,5959,1099,1032,849,8028,1834,1058,7038,647,769,3513,724,1456,1222,1094,6192,711,4787,9898,13128,540,1002,664
Lineups,-2738-1628389-1629134-1629216-1629622-,A. Iguodala - B. Adebayo - K. Nunn - G. Vincent - M. Strus,1610612748,MIA,2,2,0,1.0,17.683333333333334,14,29,0.483,5,14,0.357,6,6,1.0,1,15,16,7,8.0,2,2,3,8,6,39,0.0,3209,1419,1,1,1100,1216,1255,6502,1031,946,5070,1244,1701,1,3721,854,1115,1486,14127,1612,988,13867,13752,1337,1184,5969
Lineups,-203937-1626145-1629001-1630214-1630217-,K. Anderson - T. Jones - D. Melton - X. Tillman - D. Bane,1610612763,MEM,13,8,5,0.615,17.683333333333334,15,35,0.429,0,7,0.0,7,9,0.778,4,8,12,8,4.0,6,5,4,9,9,37,-11.0,134,139,14449,5807,1100,1117,985,7491,7765,2214,7765,1021,1028,4497,974,1901,1603,1279,12801,386,260,14262,13895,797,1267,14279
Lineups,-201145-201935-203925-1627789-1629617-,J. Green - J. Harden - J. Harris - T. Luwawu-Cabarrot - R. Perry,1610612751,BKN,4,3,1,0.75,17.666666666666668,14,32,0.438,8,17,0.471,4,5,0.8,5,10,15,7,3.0,0,0,1,6,3,40,-7.0,1342,833,4787,4974,1102,1216,1094,7375,512,717,3926,2038,2200,4235,724,1456,1222,1486,11870,6159,4787,9898,13128,2846,1156,13391
Lineups,-2546-202683-203081-203918-1629014-,C. Anthony - E. Kanter - D. Lillard - R. Hood - A. Simons,1610612757,POR,10,6,4,0.6,17.658333333333335,12,32,0.375,7,17,0.412,9,9,1.0,4,3,7,7,11.0,1,0,1,7,7,40,-25.0,271,254,14165,5818,1103,1437,1094,8807,622,717,4375,745,1028,1,974,4758,2858,1486,14398,2899,4787,9898,13493,1120,1156,14748
Lineups,-200782-202322-203506-1628383-1628425-,P. Tucker - J. Wall - V. Oladipo - J. Patton - S. Brown,1610612745,HOU,2,0,2,0.0,17.633333333333333,11,28,0.393,6,15,0.4,5,5,1.0,0,7,7,7,3.0,5,3,1,3,8,33,-8.0,3209,8622,11786,8622,1104,1598,1309,8618,803,861,4419,1609,2200,1,6835,2181,2858,1486,11870,518,596,9898,10743,936,1464,13690
Lineups,-203087-203200-1627734-1627747-1627763-,J. Lamb - J. Holiday - D. Sabonis - C. LeVert - M. Brogdon,1610612754,IND,3,1,2,0.333,17.615,18,38,0.474,5,19,0.263,12,13,0.923,7,15,22,5,3.0,1,2,1,8,9,53,13.0,1988,2861,11786,7835,1105,874,884,6618,1031,627,6532,496,618,3482,451,854,701,2186,11870,2899,988,9898,13752,797,813,389
Lineups,-202684-1627759-1628369-1629684-1630202-,T. Thompson - J. Brown - J. Tatum - G. Williams - P. Pritchard,1610612738,BOS,10,5,5,0.5,17.611666666666668,17,29,0.586,7,11,0.636,9,11,0.818,5,15,20,9,6.0,3,2,4,8,10,50,23.0,271,370,14449,6055,1106,957,1255,3294,622,1321,1952,745,769,4168,724,854,816,1094,13728,1026,988,14262,13752,704,883,124
Lineups,-201980-203118-203954-1630178-1630198-,D. Green - M. Scott - J. Embiid - T. Maxey - I. Joe,1610612755,PHI,3,2,1,0.667,17.596666666666668,17,32,0.531,4,11,0.364,6,7,0.857,3,7,10,11,5.0,6,2,3,4,8,44,-4.0,1988,1419,4787,5255,1107,957,1094,4139,1325,1321,5011,1244,1441,3770,1413,2181,1974,843,13379,386,988,13867,11933,936,1030,11572
Lineups,-203476-1628966-1629677-1630170-1630200-,G. Dieng - K. Bates-Diop - L. Samanic - D. Vassell - T. Jones,1610612759,SAS,5,2,3,0.4,17.583333333333332,14,29,0.483,1,7,0.143,11,13,0.846,2,10,12,8,6.0,2,4,4,5,9,40,-8.0,958,1419,13478,7679,1108,1216,1255,6502,4303,2214,7586,565,618,3891,2208,1456,1603,1279,13728,1612,382,14262,12673,797,1156,13690
Lineups,-1628369-1628400-1629057-1629684-1630202-,J. Tatum - S. Ojeleye - R. Williams III - G. Williams - P. Pritchard,1610612738,BOS,3,2,1,0.667,17.583333333333332,13,33,0.394,4,13,0.308,5,6,0.833,8,11,19,5,8.0,3,1,1,10,10,35,9.0,1988,1419,4787,5255,1108,1325,1058,8606,1325,1058,6211,1609,1701,3930,358,1307,871,2186,14127,1026,1883,9898,14033,704,1364,805
Lineups,-202687-1628970-1628984-1628997-1629667-,B. Biyombo - M. Bridges - D. Graham - C. Martin - J. McDaniels,1610612766,CHA,3,0,3,0.0,17.55,13,30,0.433,4,11,0.364,3,4,0.75,5,14,19,9,5.0,2,1,1,1,6,33,8.0,1988,8622,13478,8622,1110,1325,1195,7469,1325,1321,5011,2774,2632,4604,724,945,871,1094,13379,1612,1883,9898,4568,1337,1464,974
Lineups,-203083-1626204-1626224-1630171-1630205-,A. Drummond - L. Nance Jr. - C. Osman - I. Okoro - L. Stevens,1610612739,CLE,3,2,1,0.667,17.501666666666665,11,27,0.407,4,8,0.5,4,8,0.5,2,14,16,7,6.0,1,2,5,6,6,30,-3.0,1988,1419,4787,5255,1111,1598,1365,8055,1325,1911,2382,2038,1200,6170,2208,945,1115,1486,13728,2899,988,14433,13128,1337,1659,10536
Lineups,-201566-201577-202397-202722-1629060-,R. Westbrook - R. Lopez - I. Smith - D. Bertans - R. Hachimura,1610612764,WAS,7,6,1,0.857,17.496666666666666,19,31,0.613,2,8,0.25,2,2,1.0,3,16,19,9,6.0,1,0,1,6,1,42,14.0,542,254,4787,4811,1112,809,1148,2838,2687,1911,6547,3711,4380,1,1413,780,871,1094,13728,2899,4787,9898,13128,6113,1090,337
Lineups,-101108-203109-1626163-1626164-1628969-,C. Paul - J. Crowder - F. Kaminsky - D. Booker - M. Bridges,1610612756,PHX,10,6,4,0.6,17.485,11,30,0.367,4,12,0.333,11,12,0.917,4,13,17,6,3.0,1,2,1,6,10,37,6.0,271,254,14165,5818,1113,1598,1195,9036,1325,1193,5164,565,681,3495,974,1038,1026,1781,11870,2899,988,9898,13128,704,1267,1476
Lineups,-2738-201609-202710-203482-1629639-,A. Iguodala - G. Dragic - J. Butler - K. Olynyk - T. Herro,1610612748,MIA,4,4,0,1.0,17.483333333333334,15,27,0.556,5,15,0.333,7,11,0.636,2,11,13,10,4.0,7,4,0,10,8,42,14.0,1342,534,1,1,1114,1117,1365,3677,1031,861,5164,1021,769,5878,2208,1307,1444,949,12801,312,382,1,14033,936,1090,337
Lineups,-203932-203999-1628408-1628420-1629008-,A. Gordon - N. Jokic - P. Dozier - M. Morris - M. Porter Jr.,1610612743,DEN,5,4,1,0.8,17.476666666666667,18,32,0.563,2,10,0.2,9,12,0.75,2,15,17,12,3.0,6,0,3,7,9,47,22.0,958,534,4787,4880,1115,874,1094,3623,2687,1476,7138,745,681,4604,2208,854,1026,747,11870,386,4787,13867,13493,797,946,131
Lineups,-204001-1626196-1627827-1629029-1629740-,K. Porzingis - J. Richardson - D. Finney-Smith - L. Doncic - N. Melli,1610612742,DAL,2,0,2,0.0,17.466666666666665,12,29,0.414,3,11,0.273,6,7,0.857,0,14,14,8,6.0,3,2,3,6,7,33,-9.0,3209,8622,11786,8622,1116,1437,1255,7978,1834,1321,6484,1244,1441,3770,6835,945,1325,1279,13728,1026,988,13867,13128,1120,1464,13943
